Plobata010000001.1_cds_CAH3032177.1_1	Plobata00000001
Plobata010000001.1_cds_CAH3032744.1_437	Plobata00000262
Plobata010000001.1_cds_CAH3032745.1_438	Plobata00000264
Plobata010000001.1_cds_CAH3032746.1_439	Plobata00000265
Plobata010000001.1_cds_CAH3032747.1_440	Plobata00000266
Plobata010000001.1_cds_CAH3032748.1_441	Plobata00000267
Plobata010000001.1_cds_CAH3032749.1_442	Plobata00000268
Plobata010000001.1_cds_CAH3032750.1_443	Plobata00000269
Plobata010000001.1_cds_CAH3032751.1_444	Plobata00000270
Plobata010000001.1_cds_CAH3032752.1_445	Plobata00000271
Plobata010000001.1_cds_CAH3032753.1_446	Plobata00000272
Plobata010000001.1_cds_CAH3032754.1_447	Plobata00000273
Plobata010000001.1_cds_CAH3032755.1_448	Plobata00000274
Plobata010000001.1_cds_CAH3032756.1_449	Plobata00000275
Plobata010000001.1_cds_CAH3032757.1_450	Plobata00000276
Plobata010000001.1_cds_CAH3032758.1_451	Plobata00000278
Plobata010000001.1_cds_CAH3032759.1_452	Plobata00000277
Plobata010000001.1_cds_CAH3032760.1_453	Plobata00000279
Plobata010000001.1_cds_CAH3032761.1_454	Plobata00000280
Plobata010000001.1_cds_CAH3032762.1_455	Plobata00000281
Plobata010000001.1_cds_CAH3032763.1_456	Plobata00000282
Plobata010000001.1_cds_CAH3032764.1_457	Plobata00000283
Plobata010000001.1_cds_CAH3032765.1_458	Plobata00000284
Plobata010000001.1_cds_CAH3032766.1_459	Plobata00000285
Plobata010000001.1_cds_CAH3032767.1_460	Plobata00000287
Plobata010000001.1_cds_CAH3032768.1_461	Plobata00000288
Plobata010000001.1_cds_CAH3032769.1_462	Plobata00000289
Plobata010000001.1_cds_CAH3032770.1_463	Plobata00000291
Plobata010000001.1_cds_CAH3032771.1_464	Plobata00000292
Plobata010000001.1_cds_CAH3032772.1_465	Plobata00000293
Plobata010000001.1_cds_CAH3032773.1_466	Plobata00000294
Plobata010000001.1_cds_CAH3032774.1_467	Plobata00000296
Plobata010000001.1_cds_CAH3032775.1_468	Plobata00000297
Plobata010000001.1_cds_CAH3032776.1_469	Plobata00000298
Plobata010000001.1_cds_CAH3032777.1_470	Plobata00000299
Plobata010000001.1_cds_CAH3032778.1_471	Plobata00000300
Plobata010000001.1_cds_CAH3032779.1_472	Plobata00000301
Plobata010000001.1_cds_CAH3032780.1_473	Plobata00000302
Plobata010000001.1_cds_CAH3032781.1_474	Plobata00000304
Plobata010000001.1_cds_CAH3032782.1_475	Plobata00000305
Plobata010000001.1_cds_CAH3032783.1_476	Plobata00000306
Plobata010000001.1_cds_CAH3032784.1_477	Plobata00000308
Plobata010000001.1_cds_CAH3032785.1_478	Plobata00000309
Plobata010000001.1_cds_CAH3032786.1_479	Plobata00000310
Plobata010000001.1_cds_CAH3032787.1_480	Plobata00000311
Plobata010000001.1_cds_CAH3032788.1_481	Plobata00000312
Plobata010000001.1_cds_CAH3032789.1_482	Plobata00000313
Plobata010000001.1_cds_CAH3032790.1_483	Plobata00000314
Plobata010000001.1_cds_CAH3032791.1_484	Plobata00000315
Plobata010000001.1_cds_CAH3032792.1_485	Plobata00000316
Plobata010000001.1_cds_CAH3032793.1_486	Plobata00000317
Plobata010000001.1_cds_CAH3032794.1_487	Plobata00000319
Plobata010000001.1_cds_CAH3032795.1_488	Plobata00000321
Plobata010000001.1_cds_CAH3032796.1_489	Plobata00000320
Plobata010000001.1_cds_CAH3032797.1_490	Plobata00000322
Plobata010000001.1_cds_CAH3032798.1_491	Plobata00000325
Plobata010000001.1_cds_CAH3032799.1_492	Plobata00000327
Plobata010000001.1_cds_CAH3032800.1_493	Plobata00000328
Plobata010000001.1_cds_CAH3032801.1_494	Plobata00000329
Plobata010000001.1_cds_CAH3032802.1_495	Plobata00000333
Plobata010000001.1_cds_CAH3032803.1_496	Plobata00000334
Plobata010000001.1_cds_CAH3032804.1_497	Plobata00000335
Plobata010000001.1_cds_CAH3032805.1_498	Plobata00000336
Plobata010000001.1_cds_CAH3032806.1_499	Plobata00000337
Plobata010000001.1_cds_CAH3032807.1_500	Plobata00000340
Plobata010000001.1_cds_CAH3032808.1_501	Plobata00000339
Plobata010000001.1_cds_CAH3032809.1_502	Plobata00000341
Plobata010000001.1_cds_CAH3032810.1_503	Plobata00000342
Plobata010000001.1_cds_CAH3032811.1_504	Plobata00000343
Plobata010000001.1_cds_CAH3032812.1_505	Plobata00000345
Plobata010000001.1_cds_CAH3032813.1_506	Plobata00000346
Plobata010000001.1_cds_CAH3032815.1_507	Plobata00000347
Plobata010000001.1_cds_CAH3032817.1_508	Plobata00000348
Plobata010000001.1_cds_CAH3032819.1_509	Plobata00000349
Plobata010000001.1_cds_CAH3032821.1_510	Plobata00000351
Plobata010000001.1_cds_CAH3032823.1_511	Plobata00000352
Plobata010000001.1_cds_CAH3032825.1_512	Plobata00000353
Plobata010000001.1_cds_CAH3032827.1_513	Plobata00000354
Plobata010000001.1_cds_CAH3032829.1_514	Plobata00000356
Plobata010000001.1_cds_CAH3032831.1_515	Plobata00000357
Plobata010000001.1_cds_CAH3032833.1_516	Plobata00000358
Plobata010000001.1_cds_CAH3032835.1_517	Plobata00000359
Plobata010000002.1_cds_CAH3033131.1_518	Plobata00016224
Plobata010000002.1_cds_CAH3033133.1_519	Plobata00016455
Plobata010000002.1_cds_CAH3033135.1_520	Plobata00016491
Plobata010000002.1_cds_CAH3033137.1_521	Plobata00016541
Plobata010000002.1_cds_CAH3033139.1_522	Plobata00016557
Plobata010000002.1_cds_CAH3033141.1_523	Plobata00016188
Plobata010000002.1_cds_CAH3033143.1_524	Plobata00016354
Plobata010000002.1_cds_CAH3033145.1_525	Plobata00016393
Plobata010000002.1_cds_CAH3033147.1_526	Plobata00016400
Plobata010000002.1_cds_CAH3033149.1_527	Plobata00016408
Plobata010000002.1_cds_CAH3033151.1_528	Plobata00016435
Plobata010000002.1_cds_CAH3033153.1_529	Plobata00016456
Plobata010000002.1_cds_CAH3033155.1_530	Plobata00016457
Plobata010000002.1_cds_CAH3033157.1_531	Plobata00016463
Plobata010000002.1_cds_CAH3033159.1_532	Plobata00016511
Plobata010000002.1_cds_CAH3033161.1_533	Plobata00016518
Plobata010000002.1_cds_CAH3033163.1_534	Plobata00016524
Plobata010000002.1_cds_CAH3033165.1_535	Plobata00016431
Plobata010000002.1_cds_CAH3033167.1_536	Plobata00016432
Plobata010000002.1_cds_CAH3033169.1_537	Plobata00016569
Plobata010000002.1_cds_CAH3033171.1_538	Plobata00015916
Plobata010000002.1_cds_CAH3033173.1_539	Plobata00015913
Plobata010000002.1_cds_CAH3033175.1_540	Plobata00015925
Plobata010000002.1_cds_CAH3033177.1_541	Plobata00015943
Plobata010000002.1_cds_CAH3033179.1_542	Plobata00015967
Plobata010000002.1_cds_CAH3033181.1_543	Plobata00015970
Plobata010000002.1_cds_CAH3033183.1_544	Plobata00015974
Plobata010000002.1_cds_CAH3033185.1_545	Plobata00016069
Plobata010000002.1_cds_CAH3033187.1_546	Plobata00016075
Plobata010000002.1_cds_CAH3033189.1_547	Plobata00016083
Plobata010000002.1_cds_CAH3033191.1_548	Plobata00016094
Plobata010000002.1_cds_CAH3033194.1_549	Plobata00016097
Plobata010000002.1_cds_CAH3033196.1_550	Plobata00016103
Plobata010000002.1_cds_CAH3033198.1_551	Plobata00016118
Plobata010000002.1_cds_CAH3033200.1_552	Plobata00016177
Plobata010000002.1_cds_CAH3033202.1_553	Plobata00016202
Plobata010000002.1_cds_CAH3033204.1_554	Plobata00016220
Plobata010000002.1_cds_CAH3033206.1_555	Plobata00016232
Plobata010000002.1_cds_CAH3033208.1_556	Plobata00016241
Plobata010000002.1_cds_CAH3033210.1_557	Plobata00016256
Plobata010000002.1_cds_CAH3033212.1_558	Plobata00016274
Plobata010000002.1_cds_CAH3033214.1_559	Plobata00016291
Plobata010000002.1_cds_CAH3033216.1_560	Plobata00016355
Plobata010000002.1_cds_CAH3033218.1_561	Plobata00016376
Plobata010000002.1_cds_CAH3033220.1_562	Plobata00016388
Plobata010000002.1_cds_CAH3033222.1_563	Plobata00016389
Plobata010000002.1_cds_CAH3033224.1_564	Plobata00016391
Plobata010000002.1_cds_CAH3033226.1_565	Plobata00016392
Plobata010000002.1_cds_CAH3033228.1_566	Plobata00016394
Plobata010000002.1_cds_CAH3033231.1_567	Plobata00016395
Plobata010000002.1_cds_CAH3033233.1_568	Plobata00016396
Plobata010000002.1_cds_CAH3033235.1_569	Plobata00016397
Plobata010000002.1_cds_CAH3033237.1_570	Plobata00016398
Plobata010000002.1_cds_CAH3033239.1_571	Plobata00016399
Plobata010000002.1_cds_CAH3033241.1_572	Plobata00016403
Plobata010000002.1_cds_CAH3033243.1_573	Plobata00016404
Plobata010000002.1_cds_CAH3033245.1_574	Plobata00016405
Plobata010000002.1_cds_CAH3033247.1_575	Plobata00016406
Plobata010000002.1_cds_CAH3033249.1_576	Plobata00016407
Plobata010000002.1_cds_CAH3033251.1_577	Plobata00016410
Plobata010000002.1_cds_CAH3033253.1_578	Plobata00016411
Plobata010000002.1_cds_CAH3033255.1_579	Plobata00016414
Plobata010000002.1_cds_CAH3033258.1_580	Plobata00016415
Plobata010000002.1_cds_CAH3033259.1_581	Plobata00016417
Plobata010000002.1_cds_CAH3033261.1_582	Plobata00016416
Plobata010000002.1_cds_CAH3033263.1_583	Plobata00016418
Plobata010000002.1_cds_CAH3033265.1_584	Plobata00016419
Plobata010000002.1_cds_CAH3033267.1_585	Plobata00016420
Plobata010000002.1_cds_CAH3033269.1_586	Plobata00016421
Plobata010000002.1_cds_CAH3033271.1_587	Plobata00016422
Plobata010000002.1_cds_CAH3033273.1_588	Plobata00016423
Plobata010000002.1_cds_CAH3033275.1_589	Plobata00016424
Plobata010000002.1_cds_CAH3033277.1_590	Plobata00016425
Plobata010000002.1_cds_CAH3033279.1_591	Plobata00016427
Plobata010000002.1_cds_CAH3033281.1_592	Plobata00016428
Plobata010000002.1_cds_CAH3033283.1_593	Plobata00016429
Plobata010000002.1_cds_CAH3033285.1_594	Plobata00016430
Plobata010000002.1_cds_CAH3033288.1_595	Plobata00016433
Plobata010000002.1_cds_CAH3033290.1_596	Plobata00016434
Plobata010000002.1_cds_CAH3033292.1_597	Plobata00016436
Plobata010000002.1_cds_CAH3033294.1_598	Plobata00016437
Plobata010000002.1_cds_CAH3033296.1_599	Plobata00016438
Plobata010000002.1_cds_CAH3033298.1_600	Plobata00016439
Plobata010000002.1_cds_CAH3033300.1_601	Plobata00016440
Plobata010000002.1_cds_CAH3033302.1_602	Plobata00016441
Plobata010000002.1_cds_CAH3033304.1_603	Plobata00016442
Plobata010000002.1_cds_CAH3033306.1_604	Plobata00016443
Plobata010000002.1_cds_CAH3033308.1_605	Plobata00016445
Plobata010000002.1_cds_CAH3033310.1_606	Plobata00016446
Plobata010000002.1_cds_CAH3033312.1_607	Plobata00016447
Plobata010000002.1_cds_CAH3033314.1_608	Plobata00016448
Plobata010000002.1_cds_CAH3033316.1_609	Plobata00016449
Plobata010000002.1_cds_CAH3033318.1_610	Plobata00016450
Plobata010000002.1_cds_CAH3033320.1_611	Plobata00016451
Plobata010000002.1_cds_CAH3033322.1_612	Plobata00016452
Plobata010000002.1_cds_CAH3033325.1_613	Plobata00016453
Plobata010000002.1_cds_CAH3033327.1_614	Plobata00016454
Plobata010000002.1_cds_CAH3033329.1_615	Plobata00016458
Plobata010000002.1_cds_CAH3033331.1_616	Plobata00016459
Plobata010000002.1_cds_CAH3033333.1_617	Plobata00016460
Plobata010000002.1_cds_CAH3033335.1_618	Plobata00016461
Plobata010000002.1_cds_CAH3033337.1_619	Plobata00016462
Plobata010000002.1_cds_CAH3033339.1_620	Plobata00016464
Plobata010000002.1_cds_CAH3033341.1_621	Plobata00016465
Plobata010000002.1_cds_CAH3033343.1_622	Plobata00016466
Plobata010000002.1_cds_CAH3033345.1_623	Plobata00016467
Plobata010000002.1_cds_CAH3033348.1_624	Plobata00016468
Plobata010000002.1_cds_CAH3033351.1_625	Plobata00016469
Plobata010000002.1_cds_CAH3033354.1_626	Plobata00016470
Plobata010000002.1_cds_CAH3033357.1_627	Plobata00016471
Plobata010000002.1_cds_CAH3033360.1_628	Plobata00016472
Plobata010000002.1_cds_CAH3033363.1_629	Plobata00016473
Plobata010000002.1_cds_CAH3033366.1_630	Plobata00016474
Plobata010000002.1_cds_CAH3033369.1_631	Plobata00016475
Plobata010000002.1_cds_CAH3033372.1_632	Plobata00016477
Plobata010000002.1_cds_CAH3033375.1_633	Plobata00016476
Plobata010000002.1_cds_CAH3033378.1_634	Plobata00016479
Plobata010000002.1_cds_CAH3033381.1_635	Plobata00016480
Plobata010000002.1_cds_CAH3033384.1_636	Plobata00016481
Plobata010000002.1_cds_CAH3033387.1_637	Plobata00016482
Plobata010000002.1_cds_CAH3033390.1_638	Plobata00016483
Plobata010000002.1_cds_CAH3033393.1_639	Plobata00016484
Plobata010000002.1_cds_CAH3033396.1_640	Plobata00016486
Plobata010000002.1_cds_CAH3033398.1_641	Plobata00016487
Plobata010000002.1_cds_CAH3033400.1_642	Plobata00016488
Plobata010000002.1_cds_CAH3033402.1_643	Plobata00016489
Plobata010000002.1_cds_CAH3033404.1_644	Plobata00016490
Plobata010000002.1_cds_CAH3033406.1_645	Plobata00016492
Plobata010000002.1_cds_CAH3033408.1_646	Plobata00016493
Plobata010000002.1_cds_CAH3033410.1_647	Plobata00016494
Plobata010000002.1_cds_CAH3033412.1_648	Plobata00016495
Plobata010000002.1_cds_CAH3033414.1_649	Plobata00016496
Plobata010000002.1_cds_CAH3033416.1_650	Plobata00016497
Plobata010000002.1_cds_CAH3033418.1_651	Plobata00016498
Plobata010000002.1_cds_CAH3033420.1_652	Plobata00016499
Plobata010000002.1_cds_CAH3033422.1_653	Plobata00016500
Plobata010000002.1_cds_CAH3033424.1_654	Plobata00016502
Plobata010000002.1_cds_CAH3033426.1_655	Plobata00016504
Plobata010000002.1_cds_CAH3033428.1_656	Plobata00016505
Plobata010000002.1_cds_CAH3033430.1_657	Plobata00016512
Plobata010000002.1_cds_CAH3033432.1_658	Plobata00016513
Plobata010000002.1_cds_CAH3033434.1_659	Plobata00016514
Plobata010000002.1_cds_CAH3033436.1_660	Plobata00016515
Plobata010000002.1_cds_CAH3033438.1_661	Plobata00016516
Plobata010000002.1_cds_CAH3033440.1_662	Plobata00016517
Plobata010000002.1_cds_CAH3033442.1_663	Plobata00016520
Plobata010000002.1_cds_CAH3033444.1_664	Plobata00016521
Plobata010000002.1_cds_CAH3033446.1_665	Plobata00016523
Plobata010000002.1_cds_CAH3033448.1_666	Plobata00016525
Plobata010000002.1_cds_CAH3033450.1_667	Plobata00016526
Plobata010000002.1_cds_CAH3033452.1_668	Plobata00016528
Plobata010000002.1_cds_CAH3033454.1_669	Plobata00016529
Plobata010000002.1_cds_CAH3033456.1_670	Plobata00016530
Plobata010000002.1_cds_CAH3033458.1_671	Plobata00016533
Plobata010000002.1_cds_CAH3033460.1_672	Plobata00016534
Plobata010000002.1_cds_CAH3033462.1_673	Plobata00016535
Plobata010000002.1_cds_CAH3033464.1_674	Plobata00016536
Plobata010000002.1_cds_CAH3033466.1_675	Plobata00016537
Plobata010000002.1_cds_CAH3033468.1_676	Plobata00016538
Plobata010000002.1_cds_CAH3033470.1_677	Plobata00016539
Plobata010000002.1_cds_CAH3033472.1_678	Plobata00016540
Plobata010000002.1_cds_CAH3033474.1_679	Plobata00016544
Plobata010000002.1_cds_CAH3033476.1_680	Plobata00016547
Plobata010000002.1_cds_CAH3033478.1_681	Plobata00016548
Plobata010000002.1_cds_CAH3033480.1_682	Plobata00016549
Plobata010000002.1_cds_CAH3033482.1_683	Plobata00016551
Plobata010000002.1_cds_CAH3033484.1_684	Plobata00016552
Plobata010000002.1_cds_CAH3033486.1_685	Plobata00016553
Plobata010000002.1_cds_CAH3033488.1_686	Plobata00016555
Plobata010000002.1_cds_CAH3033490.1_687	Plobata00016558
Plobata010000002.1_cds_CAH3033492.1_688	Plobata00016559
Plobata010000002.1_cds_CAH3033494.1_689	Plobata00016560
Plobata010000002.1_cds_CAH3033496.1_690	Plobata00016561
Plobata010000002.1_cds_CAH3033498.1_691	Plobata00016562
Plobata010000002.1_cds_CAH3033500.1_692	Plobata00016563
Plobata010000002.1_cds_CAH3033502.1_693	Plobata00016564
Plobata010000002.1_cds_CAH3033504.1_694	Plobata00016565
Plobata010000002.1_cds_CAH3033506.1_695	Plobata00016566
Plobata010000002.1_cds_CAH3033508.1_696	Plobata00016567
Plobata010000002.1_cds_CAH3033510.1_697	Plobata00016568
Plobata010000002.1_cds_CAH3033512.1_698	Plobata00016570
Plobata010000002.1_cds_CAH3033514.1_699	Plobata00016571
Plobata010000002.1_cds_CAH3033516.1_700	Plobata00016572
Plobata010000002.1_cds_CAH3033518.1_701	Plobata00016573
Plobata010000002.1_cds_CAH3033520.1_702	Plobata00015909
Plobata010000002.1_cds_CAH3033522.1_703	Plobata00016574
Plobata010000002.1_cds_CAH3033524.1_704	Plobata00015910
Plobata010000002.1_cds_CAH3033526.1_705	Plobata00016575
Plobata010000002.1_cds_CAH3033528.1_706	Plobata00015911
Plobata010000002.1_cds_CAH3033530.1_707	Plobata00015912
Plobata010000002.1_cds_CAH3033532.1_708	Plobata00015914
Plobata010000002.1_cds_CAH3033534.1_709	Plobata00015917
Plobata010000002.1_cds_CAH3033536.1_710	Plobata00015918
Plobata010000002.1_cds_CAH3033538.1_711	Plobata00015919
Plobata010000002.1_cds_CAH3033540.1_712	Plobata00015920
Plobata010000002.1_cds_CAH3033542.1_713	Plobata00015921
Plobata010000002.1_cds_CAH3033544.1_714	Plobata00015922
Plobata010000002.1_cds_CAH3033546.1_715	Plobata00015923
Plobata010000002.1_cds_CAH3033548.1_716	Plobata00015924
Plobata010000002.1_cds_CAH3033550.1_717	Plobata00015926
Plobata010000002.1_cds_CAH3033552.1_718	Plobata00015927
Plobata010000002.1_cds_CAH3033554.1_719	Plobata00015930
Plobata010000002.1_cds_CAH3033556.1_720	Plobata00015931
Plobata010000002.1_cds_CAH3033558.1_721	Plobata00015932
Plobata010000002.1_cds_CAH3033560.1_722	Plobata00015933
Plobata010000002.1_cds_CAH3033562.1_723	Plobata00015934
Plobata010000002.1_cds_CAH3033564.1_724	Plobata00015936
Plobata010000002.1_cds_CAH3033566.1_725	Plobata00015937
Plobata010000002.1_cds_CAH3033568.1_726	Plobata00015938
Plobata010000002.1_cds_CAH3033570.1_727	Plobata00015939
Plobata010000002.1_cds_CAH3033572.1_728	Plobata00015940
Plobata010000002.1_cds_CAH3033574.1_729	Plobata00015942
Plobata010000002.1_cds_CAH3033576.1_730	Plobata00015941
Plobata010000002.1_cds_CAH3033578.1_731	Plobata00015944
Plobata010000002.1_cds_CAH3033580.1_732	Plobata00015945
Plobata010000002.1_cds_CAH3033582.1_733	Plobata00015946
Plobata010000002.1_cds_CAH3033584.1_734	Plobata00015947
Plobata010000002.1_cds_CAH3033586.1_735	Plobata00015948
Plobata010000002.1_cds_CAH3033588.1_736	Plobata00015949
Plobata010000002.1_cds_CAH3033590.1_737	Plobata00015950
Plobata010000002.1_cds_CAH3033592.1_738	Plobata00015951
Plobata010000002.1_cds_CAH3033594.1_739	Plobata00015954
Plobata010000002.1_cds_CAH3033596.1_740	Plobata00015955
Plobata010000002.1_cds_CAH3033598.1_741	Plobata00015956
Plobata010000002.1_cds_CAH3033600.1_742	Plobata00015958
Plobata010000002.1_cds_CAH3033602.1_743	Plobata00015959
Plobata010000002.1_cds_CAH3033604.1_744	Plobata00015960
Plobata010000002.1_cds_CAH3033606.1_745	Plobata00015961
Plobata010000002.1_cds_CAH3033608.1_746	Plobata00015962
Plobata010000002.1_cds_CAH3033610.1_747	Plobata00015963
Plobata010000002.1_cds_CAH3033612.1_748	Plobata00015964
Plobata010000002.1_cds_CAH3033613.1_749	Plobata00015965
Plobata010000002.1_cds_CAH3033615.1_750	Plobata00015966
Plobata010000002.1_cds_CAH3033617.1_751	Plobata00015968
Plobata010000002.1_cds_CAH3033619.1_752	Plobata00015969
Plobata010000002.1_cds_CAH3033621.1_753	Plobata00015971
Plobata010000002.1_cds_CAH3033623.1_754	Plobata00015972
Plobata010000002.1_cds_CAH3033625.1_755	Plobata00015973
Plobata010000002.1_cds_CAH3033627.1_756	Plobata00015975
Plobata010000002.1_cds_CAH3033629.1_757	Plobata00015976
Plobata010000002.1_cds_CAH3033631.1_758	Plobata00015977
Plobata010000002.1_cds_CAH3033633.1_759	Plobata00015979
Plobata010000002.1_cds_CAH3033635.1_760	Plobata00015980
Plobata010000002.1_cds_CAH3033637.1_761	Plobata00015982
Plobata010000002.1_cds_CAH3033639.1_762	Plobata00015981
Plobata010000002.1_cds_CAH3033641.1_763	Plobata00015983
Plobata010000002.1_cds_CAH3033643.1_764	Plobata00015984
Plobata010000002.1_cds_CAH3033645.1_765	Plobata00015985
Plobata010000002.1_cds_CAH3033647.1_766	Plobata00015989
Plobata010000002.1_cds_CAH3033649.1_767	Plobata00015990
Plobata010000002.1_cds_CAH3033651.1_768	Plobata00015991
Plobata010000002.1_cds_CAH3033653.1_769	Plobata00015992
Plobata010000002.1_cds_CAH3033655.1_770	Plobata00015993
Plobata010000002.1_cds_CAH3033657.1_771	Plobata00015995
Plobata010000002.1_cds_CAH3033659.1_772	Plobata00015996
Plobata010000002.1_cds_CAH3033661.1_773	Plobata00015994
Plobata010000002.1_cds_CAH3033663.1_774	Plobata00015998
Plobata010000002.1_cds_CAH3033665.1_775	Plobata00015999
Plobata010000002.1_cds_CAH3033667.1_776	Plobata00016000
Plobata010000002.1_cds_CAH3033669.1_777	Plobata00016001
Plobata010000002.1_cds_CAH3033672.1_778	Plobata00016003
Plobata010000002.1_cds_CAH3033675.1_779	Plobata00016004
Plobata010000002.1_cds_CAH3033678.1_780	Plobata00016005
Plobata010000002.1_cds_CAH3033681.1_781	Plobata00016006
Plobata010000002.1_cds_CAH3033684.1_782	Plobata00016009
Plobata010000002.1_cds_CAH3033687.1_783	Plobata00016013
Plobata010000002.1_cds_CAH3033690.1_784	Plobata00016014
Plobata010000002.1_cds_CAH3033693.1_785	Plobata00016016
Plobata010000002.1_cds_CAH3033696.1_786	Plobata00016017
Plobata010000002.1_cds_CAH3033699.1_787	Plobata00016018
Plobata010000002.1_cds_CAH3033702.1_788	Plobata00016019
Plobata010000002.1_cds_CAH3033705.1_789	Plobata00016021
Plobata010000002.1_cds_CAH3033708.1_790	Plobata00016024
Plobata010000002.1_cds_CAH3033710.1_791	Plobata00016025
Plobata010000002.1_cds_CAH3033712.1_792	Plobata00016026
Plobata010000002.1_cds_CAH3033714.1_793	Plobata00016028
Plobata010000002.1_cds_CAH3033716.1_794	Plobata00016030
Plobata010000002.1_cds_CAH3033718.1_795	Plobata00016031
Plobata010000002.1_cds_CAH3033720.1_796	Plobata00016032
Plobata010000002.1_cds_CAH3033722.1_797	Plobata00016033
Plobata010000002.1_cds_CAH3033724.1_798	Plobata00016034
Plobata010000002.1_cds_CAH3033726.1_799	Plobata00016035
Plobata010000002.1_cds_CAH3033728.1_800	Plobata00016036
Plobata010000002.1_cds_CAH3033730.1_801	Plobata00016037
Plobata010000002.1_cds_CAH3033732.1_802	Plobata00016038
Plobata010000002.1_cds_CAH3033734.1_803	Plobata00016040
Plobata010000002.1_cds_CAH3033736.1_804	Plobata00016041
Plobata010000002.1_cds_CAH3033738.1_805	Plobata00016042
Plobata010000002.1_cds_CAH3033740.1_806	Plobata00016043
